DATE,CODE,NAME,12m Low,12m High,Day Low,Day High,Day Price,Previous,Change,Change%,Volume,Adjust,Date,Adjusted
7/27/2009,TOTL,Total Kenya,12.65,18,30,30.5,30.25,30.75,-0.5,1.65%,"8,300",-,,
7/28/2009,TOTL,Total Kenya,12.65,18,30.25,30.5,30.25,30.25,-,-,600,-,,
7/29/2009,TOTL,Total Kenya,12.65,18,30.5,30.75,30.5,30.25,0.25,0.82%,"3,400",-,,
7/30/2009,TOTL,Total Kenya,12.65,18,30.25,30.5,30.25,30.5,-0.25,0.83%,"13,800",-,,
7/31/2009,TOTL,Total Kenya,12.65,18,30,30.5,30.25,30.25,-,-,"11,500",-,,
8/3/2009,TOTL,Total Kenya,12.65,18,30.25,30.5,30.25,30.25,-,-,"4,600",-,,
8/4/2009,TOTL,Total Kenya,12.65,18,30.25,30.25,30.25,30.25,-,-,300,-,,
8/5/2009,TOTL,Total Kenya,12.65,18,30.25,30.25,30.25,30.25,-,-,"15,600",-,,
8/6/2009,TOTL,Total Kenya,12.65,18,30.25,30.25,30.25,30.25,-,-,900,-,,
8/7/2009,TOTL,Total Kenya,12.65,18,30.25,30.25,30.25,30.25,-,-,"4,800",-,,
10/8/2009,TOTL,Total Kenya,12.65,18,30.25,30.5,30.25,30.25,-,-,"12,900",-,,
8/11/2009,TOTL,Total Kenya,12.65,18,30,30.25,30,30.25,-0.25,0.83%,"3,900",-,,
8/12/2009,TOTL,Total Kenya,12.65,18,30,31,30.25,30,0.25,0.83%,"13,500",-,,
8/13/2009,TOTL,Total Kenya,12.65,18,30,30.5,30,30.25,-0.25,0.83%,"2,800",-,,
8/14/2009,TOTL,Total Kenya,12.65,18,30,30.5,30,30,-,-,"16,600",-,,
8/17/2009,TOTL,Total Kenya,12.65,18,30,30.25,30,30,-,-,"1,400",-,,
8/18/2009,TOTL,Total Kenya,12.65,18,29,30.25,30,30,-,-,"92,300",-,,
8/19/2009,TOTL,Total Kenya,12.65,18,29,30.5,30,30,-,-,"80,700",-,,
8/20/2009,TOTL,Total Kenya,12.65,18,28,29,28.5,30,-1.5,5.26%,"3,600",-,,
8/21/2009,TOTL,Total Kenya,12.65,18,28,29.5,28.5,28.5,-,-,"86,000",-,,
8/24/2009,TOTL,Total Kenya,12.65,18,27,30.5,29.75,28.5,1.25,4.20%,"2,900",-,,
8/26/2009,TOTL,Total Kenya,12.65,18,29.5,29.5,29.5,29.75,-0.25,0.85%,200,-,,
8/27/2009,TOTL,Total Kenya,12.65,18,29.5,29.75,29.5,29.5,-,-,"3,400",-,,
8/28/2009,TOTL,Total Kenya,12.65,18,28.5,29.5,28.75,29.5,-0.75,2.61%,"6,700",-,,
8/31/2009,TOTL,Total Kenya,12.65,18,28.5,29.25,28.5,28.75,-0.25,0.88%,"2,200",-,,
9/1/2009,TOTL,Total Kenya,12.65,18,29,29.5,29,28.5,0.5,1.72%,"20,200",-,,
9/2/2009,TOTL,Total Kenya,12.65,18,29.25,29.25,29.25,29,0.25,0.85%,900,-,,
9/3/2009,TOTL,Total Kenya,12.65,18,29.5,29.5,29.5,29.25,0.25,0.85%,"4,700",-,,
9/4/2009,TOTL,Total Kenya,12.65,18,29.5,29.5,29.5,29.5,-,-,"2,000",-,,
9/7/2009,TOTL,Total Kenya,12.65,18,29.5,30,29.75,29.5,0.25,0.84%,"6,300",-,,
9/8/2009,TOTL,Total Kenya,12.65,18,29.25,29.25,29.25,29.75,-0.5,1.71%,"5,600",-,,
9/9/2009,TOTL,Total Kenya,12.65,18,28.5,29.5,29,29.25,-0.25,0.86%,"2,600",-,,
9/10/2009,TOTL,Total Kenya,12.65,18,29,29,29,29,-,-,0,-,,
9/11/2009,TOTL,Total Kenya,12.65,18,28.5,29,28.75,29,-0.25,0.87%,"110,200",-,,
9/14/2009,TOTL,Total Kenya,12.65,18,28,29.5,28.75,28.75,-,-,400,-,,
9/15/2009,TOTL,Total Kenya,12.65,18,28,28,28,28.75,-0.75,2.68%,500,-,,
9/16/2009,TOTL,Total Kenya,12.65,18,28.5,28.75,28.5,28,0.5,1.75%,"1,200",-,,
9/17/2009,TOTL,Total Kenya,12.65,18,28.25,30,29.75,28.5,1.25,4.20%,"74,400",-,,
9/18/2009,TOTL,Total Kenya,12.65,18,29.75,29.75,29.75,29.75,-,-,0,-,,
9/22/2009,TOTL,Total Kenya,12.65,18,29,29.75,29.25,29.75,-0.5,1.71%,"11,800",-,,
9/23/2009,TOTL,Total Kenya,12.65,18,29,29.75,29.5,29.25,0.25,0.85%,"11,000",-,,
9/24/2009,TOTL,Total Kenya,12.65,18,29.5,29.5,29.5,29.5,-,-,"3,000",-,,
9/25/2009,TOTL,Total Kenya,12.65,18,29,29.5,29,29.5,-0.5,1.72%,"12,300",-,,
9/28/2009,TOTL,Total Kenya,12.65,18,29.25,30,29.75,29,0.75,2.52%,"18,700",-,,
9/29/2009,TOTL,Total Kenya,12.65,18,28.75,30,29,29.75,-0.75,2.59%,"8,200",-,,
9/30/2009,TOTL,Total Kenya,12.65,18,29,30,29,29,-,-,"16,100",-,,
10/1/2009,TOTL,Total Kenya,12.65,18,30,30,30,29,1,3.33%,"3,700",-,,
10/2/2009,TOTL,Total Kenya,12.65,18,28.75,29.5,28.75,30,-1.25,4.35%,"12,100",-,,
10/5/2009,TOTL,Total Kenya,12.65,18,29.5,29.5,29.5,28.75,0.75,2.54%,"6,000",-,,
10/6/2009,TOTL,Total Kenya,12.65,18,29,30,29.25,29.5,-0.25,0.85%,"22,800",-,,
10/7/2009,TOTL,Total Kenya,12.65,18,29,30,29,29.25,-0.25,0.86%,"43,900",-,,
10/8/2009,TOTL,Total Kenya,12.65,18,29,30,29.25,29,0.25,0.85%,"2,400",-,,
10/9/2009,TOTL,Total Kenya,12.65,18,29.25,30,29.75,29.25,0.5,1.68%,"9,200",-,,
10/12/2009,TOTL,Total Kenya,12.65,18,29.25,29.75,29.25,29.75,-0.5,1.71%,"1,100",-,,
10/13/2009,TOTL,Total Kenya,12.65,18,29.75,29.75,29.75,29.25,0.5,1.68%,"13,700",-,,
10/14/2009,TOTL,Total Kenya,12.65,18,29.75,29.75,29.75,29.75,-,-,"1,000",-,,
10/15/2009,TOTL,Total Kenya,12.65,18,29.75,30,29.75,29.75,-,-,"2,300",-,,
10/16/2009,TOTL,Total Kenya,12.65,18,29.75,29.75,29.75,29.75,-,-,"2,600",-,,
10/19/2009,TOTL,Total Kenya,12.65,18,28.75,29.75,29.25,29.75,-0.5,1.71%,"5,300",-,,
10/21/2009,TOTL,Total Kenya,12.65,18,29.75,30,29.75,29.25,0.5,1.68%,"4,400",-,,
10/22/2009,TOTL,Total Kenya,12.65,18,29.25,30,29.5,29.75,-0.25,0.85%,"6,200",-,,
10/26/2009,TOTL,Total Kenya,12.65,18,28,28,28,29.5,-1.5,5.36%,0,-,,
10/27/2009,TOTL,Total Kenya,12.65,18,28.5,29.5,28.5,28,0.5,1.75%,"150,300",-,,
10/28/2009,TOTL,Total Kenya,12.65,18,29.5,29.75,29.5,28.5,1,3.39%,"1,700",-,,
10/29/2009,TOTL,Total Kenya,12.65,18,29.75,29.75,29.75,29.5,0.25,0.84%,600,-,,
11/2/2009,TOTL,Total Kenya,12.65,18,29,29.75,29.25,29.75,-0.5,1.71%,"18,100",-,,
11/3/2009,TOTL,Total Kenya,12.65,18,29,29.75,29,29.25,-0.25,0.86%,"25,400",-,,
11/4/2009,TOTL,Total Kenya,12.65,18,28.5,30,29,29,-,-,"31,900",-,,
11/5/2009,TOTL,Total Kenya,12.65,18,29,29,29,29,-,-,"3,000",-,,
11/6/2009,TOTL,Total Kenya,12.65,18,28.5,29,28.5,29,-0.5,1.75%,"7,800",-,,
11/9/2009,TOTL,Total Kenya,12.65,18,28.75,29,28.75,28.5,0.25,0.87%,"26,400",-,,
11/10/2009,TOTL,Total Kenya,12.65,18,28.75,29,28.75,28.75,-,-,"3,500",-,,
11/11/2009,TOTL,Total Kenya,12.65,18,30,30,30,28.75,1.25,4.17%,"10,400",-,,
11/12/2009,TOTL,Total Kenya,12.65,18,29,30,29,30,-1,3.45%,"2,400",-,,
11/13/2009,TOTL,Total Kenya,12.65,18,29,29.5,29,29,-,-,"4,300",-,,
11/16/2009,TOTL,Total Kenya,12.65,18,29,29.5,29.25,29,0.25,0.85%,"8,100",-,,
11/17/2009,TOTL,Total Kenya,12.65,18,29.5,29.5,29.5,29.25,0.25,0.85%,"8,400",-,,
11/18/2009,TOTL,Total Kenya,12.65,18,29,29.5,29.25,29.5,-0.25,0.85%,200,-,,
11/19/2009,TOTL,Total Kenya,12.65,18,29,29.5,29,29.25,-0.25,0.86%,"21,000",-,,
11/20/2009,TOTL,Total Kenya,12.65,18,28.5,29,28.5,29,-0.5,1.75%,"2,300",-,,
11/23/2009,TOTL,Total Kenya,12.65,18,28.5,29,28.75,28.5,0.25,0.87%,"6,000",-,,
11/24/2009,TOTL,Total Kenya,12.65,18,29,29.5,29,28.75,0.25,0.86%,800,-,,
11/25/2009,TOTL,Total Kenya,12.65,18,28.75,29.5,28.75,29,-0.25,0.87%,"10,000",-,,
11/26/2009,TOTL,Total Kenya,12.65,18,29.5,29.5,29.5,28.75,0.75,2.54%,"2,600",-,,
11/27/2009,TOTL,Total Kenya,12.65,18,29.5,29.5,29.5,29.5,-,-,600,-,,
11/30/2009,TOTL,Total Kenya,12.65,18,29,29.5,29.25,29.5,-0.25,0.85%,800,-,,
12/1/2009,TOTL,Total Kenya,12.65,18,28.75,29.5,29.25,29.25,-,-,"12,300",-,,
12/2/2009,TOTL,Total Kenya,12.65,18,29,29.25,29,29.25,-0.25,0.86%,"1,500",-,,
12/3/2009,TOTL,Total Kenya,12.65,18,28.5,29,28.5,29,-0.5,1.75%,"5,400",-,,
12/4/2009,TOTL,Total Kenya,12.65,18,29,29,29,28.5,0.5,1.72%,"13,700",-,,
12/7/2009,TOTL,Total Kenya,12.65,18,28.5,29,28.75,29,-0.25,0.87%,"2,100",-,,
12/8/2009,TOTL,Total Kenya,12.65,18,28.5,28.5,28.5,28.75,-0.25,0.88%,"1,000",-,,
12/9/2009,TOTL,Total Kenya,12.65,18,28.75,29,28.75,28.5,0.25,0.87%,"2,900",-,,
12/10/2009,TOTL,Total Kenya,12.65,18,28.5,28.5,28.5,28.75,-0.25,0.88%,"28,300",-,,
12/11/2009,TOTL,Total Kenya,12.65,18,28.75,29,28.75,28.5,0.25,0.87%,"3,600",-,,
12/14/2009,TOTL,Total Kenya,12.65,18,28.75,29,28.75,28.75,-,-,"30,200",-,,
12/15/2009,TOTL,Total Kenya,12.65,18,28.75,29,28.75,28.75,-,-,600,-,,
12/16/2009,TOTL,Total Kenya,12.65,18,28.5,29,28.5,28.75,-0.25,0.88%,"6,000",-,,
12/17/2009,TOTL,Total Kenya,12.65,18,28.75,29,28.75,28.5,0.25,0.87%,"39,400",-,,
12/18/2009,TOTL,Total Kenya,12.65,18,29.25,29.5,29.25,28.75,0.5,1.71%,"5,400",-,,
12/21/2009,TOTL,Total Kenya,12.65,18,29.25,29.5,29.25,29.25,-,-,"10,100",-,,
12/22/2009,TOTL,Total Kenya,12.65,18,28.5,29.25,28.75,29.25,-0.5,1.74%,"1,800",-,,
12/23/2009,TOTL,Total Kenya,12.65,18,29,29.5,29,28.75,0.25,0.86%,"5,900",-,,
12/24/2009,TOTL,Total Kenya,12.65,18,29.5,30,29.75,29,0.75,2.52%,"14,300",-,,
12/28/2009,TOTL,Total Kenya,12.65,18,29.5,30,29.75,29.75,-,-,"24,100",-,,
12/29/2009,TOTL,Total Kenya,12.65,18,29.5,30,29.75,29.75,-,-,"2,500",-,,
12/30/2009,TOTL,Total Kenya,12.65,18,29.75,30,29.75,29.75,-,-,"3,200",-,,
12/31/2009,TOTL,Total Kenya,12.65,18,29.5,30,29.75,29.75,-,-,"5,600",-,,
